airport_ident,length_ft,width_ft,surface,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
UKCM,8431,164,ASP,2,47.065299987793,37.4435005187988,236,21.1,,20,47.0868988037109,37.4556999206543,246,201.1,
UKCW,9450,140,PEM,9,48.4197998046875,39.3549995422363,594,100.6,,27,48.4150009155273,39.3932991027832,636,280.6,
UKDD,9320,144,CON,9,48.3572006225586,35.0814018249512,453,90,,27,48.3572006225586,35.1197013854981,472,270,
UKDE,8210,138,CON,2,47.8567008972168,35.3091011047363,339,23.2,,20,47.8773994445801,35.3222999572754,373,203.2,
UKDR,8202,138,CON,18,48.0544013977051,33.2117004394531,406,186,,36,48.0321998596191,33.2083015441895,376,6,
UKFF,12142,197,CON,01L,45.0360984802246,33.9696998596191,598,13,,19R,45.0682983398438,33.980598449707,578,193,
UKHH,7285,165,PEM,8,49.9249000549316,36.2745018005371,494,90.4,,26,49.9247016906738,36.3054008483887,485,270.4,
UKKE,8180,138,ASP,15,49.4252014160156,31.9866008758545,375,149.6,,33,49.4058990478516,32.0040016174316,353,329.6,
UKKK,7579,148,Concrete,8,50.4011001586914,30.4351005554199,560,86,492,26,50.402400970459,30.4671993255615,587,266,157
UKKM,11483,184,CON,15,50.6176986694336,30.1812992095947,513,154.5,,33,50.589298248291,30.202600479126,506,334.5,
UKLI,8226,144,CON,10,48.8866996765137,24.6700000762939,919,104,,28,48.8816986083984,24.7033004760742,904,284,
UKLL,10843,148,ASP,13,49.82080078125,23.9438991546631,1071,136,,31,49.8044013977051,23.9682998657227,1055,316,
UKLN,7270,138,ASP,15,48.2681999206543,25.9740009307861,801,152.9,,33,48.2504005432129,25.9876003265381,827,332.9,
UKLR,8615,138,CON,11,50.6127014160156,26.1254005432129,746,118,,29,50.6016006469727,26.1578998565674,751,298,
UKOH,8202,138,CONC,3,46.6665573120117,32.4973678588867,138,,,21,46.6854095458984,32.5151481628418,138,,
UKON,8438,144,ASP,5,47.0505981445313,31.9067001342773,151,50.9,,23,47.0652008056641,31.9328994750977,184,230.9,
UKOO,9186,148,PEM,16,46.4388008117676,30.6713008880615,172,156,,34,46.4146995544434,30.6816997528076,165,336,
ULAA,8202,144,CON,8,64.6016006469727,40.6907005310059,33,96.5,,26,64.5989990234375,40.7425994873047,49,276.5,
ULBC,8202,131,CON,3,59.267601,38.003799,,42,,21,59.2845,38.0336,,222,
ULLI,11146,197,CON,10L,59.809700012207,30.2453994750977,59,106.4,,28R,59.8011016845703,30.3034992218018,66,286.4,
ULLI,12402,197,CON,10R,59.7999000549316,30.2182998657227,66,106.4,,28L,59.7904014587402,30.2828998565674,79,286.4,
ULMK,8202,138,concrete,11,67.469667,,,112,,29,67.455833,33.6085,,292,
ULMM,8202,148,CON,13,68.7910003662109,32.7336006164551,241,146,,31,68.7723999023438,32.7680015563965,266,326,
ULOO,8281,144,CON,1,57.7753982543945,28.3903999328613,149,18,,19,57.7924995422363,28.4008007049561,154,198,
ULPB,8202,157,CON,2,61.8748016357422,34.1454010009766,151,23,,20,61.8955001831055,34.1641006469727,138,203,
UMBB,8596,138,ASP,11,52.1129989624023,23.8787994384766,453,113.9,,29,52.1035003662109,23.9137001037598,463,293.9,
UMGG,8428,141,ASP,10,52.5311012268066,30.9990005493164,460,112,,28,52.5228996276856,31.0344009399414,467,292,
UMII,8550,138,ASP,6,55.1209983825684,30.331600189209,630,62.2,,24,55.1319999694824,30.3677005767822,679,242.2,
UMKK,10991,148,CON,6,54.8854598999023,20.5747947692871,42,66,,24,54.8977928161621,20.6224117279053,31,246,
UMMG,8399,138,CON,17,53.6133995056152,24.0531005859375,443,178,,35,53.5904998779297,24.0543994903564,430,358,
UMMS,11946,197,CON,13R,53.8947601318359,28.0124702453613,639,139,,31L,53.8701667785645,28.0489673614502,669,319,
UMMS,12139,197,CONC,13L,53.9053001403809,28.0333003997803,646,138,,31R,53.880298614502,28.0704002380371,681,318,
UMOO,8422,138,ASP,13,53.9631996154785,30.0816993713379,625,136.6,,31,53.9466018676758,30.1084003448486,616,316.6,
UNAA,10663,148,ASP,2,53.7267990112305,91.3747024536133,831,26,1614,20,53.7532005310059,91.3955001831055,824,206,794
UNBB,9350,164,CON,6,53.3587989807129,83.518798828125,825,67.2,1148,24,53.3686981201172,83.5582962036133,820,247.2,
UNEE,10499,197,CON,5,55.2616004943848,86.0868988037109,822,53.6,,23,55.2785987854004,86.1275024414063,834,233.6,
UNNT,11801,197,ASP,7,55.0101013183594,82.6229019165039,365,81,,25,55.0150985717773,82.6784973144531,363,261,
UNNT,11818,148,ASP,16,55.0499992370606,82.5933303833008,362,170,,34,55.0166702270508,82.6033325195313,368,350,
UNOO,8202,148,ASP,7,54.9645004272461,73.2914962768555,311,76.9,,25,54.9696006774902,73.3295974731445,293,256.9,
UNTT,8202,164,asphalt,3,56.3737983703613,85.1994018554688,597,25,,21,56.3925018310547,85.2217025756836,552,205,
UOHH,8872,158,CON,6,71.972900390625,102.455001831055,95,64.9,,24,71.9832000732422,102.526000976563,46,244.9,656
UOOO,9255,148,CON,1,69.298042,87.30864,538,32,,19,69.319405,87.346886,571,212,
URKA,8202,138,CON,4,44.9936981201172,37.3367004394531,137,42.3,,22,45.0105018615723,37.3578987121582,174,222.3,
URKG,10171,197,concrete,1,44.5685005187988,38.00830078125,90,14,,19,44.5955009460449,38.0177001953125,132,194,
URKK,7218,160,ASP,05L,45.0290985107422,39.1413993835449,107,53,,23R,45.0410995483398,39.163501739502,111,233,
URKK,9835,145,CON,05R,45.0260009765625,39.1734008789063,111,53,,23L,45.0424003601074,39.2036018371582,118,233,
URML,8661,138,CON,14,42.8269004821777,47.643798828125,-2,148.7,,32,42.8068008422852,47.6608009338379,12,328.7,
URMM,12795,197,CON,12,44.2344017028809,43.0612983703613,1043,122.2,,30,44.2156982421875,43.1025009155273,1046,302.2,
URMN,7218,138,ASP,6,43.50830078125,43.6244010925293,1462,63.4,,24,43.5175018310547,43.6487007141113,1378,243.4,
URMO,9843,148,CON,9,43.2078018188477,44.5886001586914,1634,102,,27,43.2024002075195,44.624698638916,1673,282,
URMT,8530,157,ASP,7,45.1063995361328,42.0965995788574,1486,76,,25,45.1120986938477,42.1291007995606,1434,256,
URRP,11811,148,CON,5,47.4845352172852,39.9053611755371,226,54,,23,47.5033988952637,39.9441909790039,281,234,
URRR,8202,148,CON,4,47.2504005432129,39.8063011169434,237,45.7,,22,47.2661018371582,39.8298988342285,280,225.7,
URSS,8202,161,CON,2,43.4357986450195,39.94580078125,50,22,,20,43.4532012939453,39.959098815918,90,202,
URSS,9498,148,CON,6,43.4394989013672,39.9258995056152,39,58,,24,43.4505996704102,39.9584999084473,86,238,
URWA,10499,148,CON,9,46.2845840454102,47.9901351928711,-74,96,,27,46.2811622619629,48.0313606262207,-65,276,
URWI,10499,148,ASP,9,46.376556,44.303276,501,98,,27,46.372665,44.344471,484,278,
URWW,9186,,CON,6,48.7747993469238,44.3185005187988,388,64,1600,24,48.785701751709,44.3527984619141,464,244,
USCC,10499,197,CON,9,55.3092002868652,61.4789009094238,759,103.6,,27,55.3025016784668,61.5278015136719,737,283.6,
USCM,10663,148,CON,36,53.3791007995606,58.7487983703613,1430,16,,18,53.4071006774902,58.7625007629395,1394,196,
USDD,8917,151,CON,4,66.5848999023438,66.584098815918,212,61.4,,22,66.5966033935547,66.6379013061523,170,241.4,
USHH,9180,141,ASP,6,61.0252990722656,69.0609970092773,132,75.4,,24,61.0317001342773,69.1110992431641,139,255.4,
USNN,10499,197,ASP,3,60.9387016296387,76.4637985229492,144,42.2,,21,60.9598007202148,76.5034027099609,177,222.2,
USPP,10520,161,CON,3,57.9044990539551,56.0018005371094,383,46,2318,21,57.9244995117188,56.040699005127,393,226,
USRK,8225,138,CON,17,62.2014999389648,74.5380020141602,220,189.9,,35,62.1792984008789,74.5296020507813,217,9.9,
USRR,9154,148,ASP,7,61.3436012268066,73.3758010864258,180,89.7,,25,61.3437995910645,73.4279022216797,194,269.7,
USSS,9925,148,CON,08R,56.7424011230469,60.7790985107422,735,94.1,,26L,56.7405014038086,60.8282012939453,761,274.1,1066
USTR,8871,164,ASP,12,57.1898002624512,65.3238983154297,310,134.8,,30,57.1726989746094,65.3554992675781,344,314.8,
USTR,9852,148,PEM,3,57.1692008972168,65.2809982299805,371,47.8,,21,57.1873016357422,65.3177032470703,341,227.8,
USUU,8530,138,CON,2,55.464962,65.404808,234,,,20,55.485165,65.425461,234,,
UTAA,12467,148,CON,11L,38.00021,58.343109,682,119,,29R,37.983414,58.380802,679,299,
UTAA,12467,197,CON,11R,37.989929,58.335789,689,119,,29L,37.973129,58.373478,679,299,
UTAK,8202,144,CON,16L,40.074402,53.003899,230,167,,34R,40.052502,53.010601,279,347,
UTAK,11483,148,CON,16R,40.081509,52.999332,265,,,34L,40.050957,53.008911,265,,
UTAM,7994,98,CON,18R,37.6296997070313,61.8955993652344,728,178.4,,36L,37.6077995300293,61.8964004516602,725,358.4,
UTAM,9107,147,CON,18L,37.6328010559082,61.8972015380859,728,178.4,,36R,37.6077995300293,61.8981018066406,725,358.4,
UTAT,8858,138,ASP,09L,41.7612991333008,59.8252983093262,272,90,,27R,41.7612991333008,59.8577995300293,272,270,
UTAV,12467,197,CONC,13,39.0943984985352,63.6067008972168,623,126,,31,39.0722007751465,63.6199989318848,630,306,
UTDD,10170,147,ASP,9,38.5434989929199,68.8068008422852,2575,90,,27,38.5434989929199,68.842399597168,2543,270,1335
UTDK,9843,137,ASP,1,37.9749984741211,69.8016967773438,2149,16.7,,19,38.0017013549805,69.8116989135742,2293,196.7,
UTDL,10450,164,ASP,8,40.2135009765625,69.6762008666992,1450,82.2,975,26,40.2173004150391,69.7132034301758,1401,262.2,975
UTNU,11065,165,ASP,13,41.5945014953613,60.6300010681152,319,139.5,,31,41.5717010498047,60.6567001342773,318,319.5,
UTSA,13123,148,ASPH,7,40.1134262084961,65.1483306884766,1129,,,25,40.1212615966797,65.1941375732422,1129,,
UTSB,9843,147,ASP,1,39.7616996765137,64.4800033569336,738,10,,19,39.7882995605469,64.486701965332,751,190,
UTSL,8195,132,CON,7,38.8311004638672,65.9074020385742,,76.9,,25,38.8362007141113,65.9355010986328,,256.9,
UTSS,10170,161,ASP,9,39.7019004821777,66.9657974243164,2178,97,,27,39.6991996765137,67.0018997192383,2224,277,
UTST,9843,138,CON,7,37.2832984924316,67.2932968139648,1014,75,,25,37.2900009155273,67.3249969482422,1027,255,
UTTT,12812,148,ASP,08R,41.2533,69.261703,1368,76,650,26L,41.258301,69.303299,1411,256,680
UTTT,13123,197,CON,08L,41.256699,69.261703,1368,76,820,26R,41.259998,69.301697,1414,256,820
UUBP,7874,138,CON,16,53.2248001098633,34.1738014221191,663,172,,34,53.203498840332,34.1791000366211,643,352,
UUDD,7776,174,CON,14C,55.4169425964356,37.9153594970703,585,146,,32C,55.3993682861328,37.9364738464356,538,326,
UUDD,11483,197,CON,14R,55.4210624694824,37.8721008300781,588,146,,32L,55.3951187133789,37.9033508300781,527,326,
UUDD,12448,174,CON,14L,55.4245147705078,37.9117660522461,551,146,,32R,55.3963356018066,37.9456176757813,519,326,
UUDL,9870,135,ASP,5,57.5545997619629,40.1348991394043,286,63.4,,23,57.5666999816895,40.1797981262207,301,243.4,
UUEE,11654,197,CON,06C,55.9697990417481,37.3866996765137,620,64,,24C,55.9780006408691,37.4416999816895,622,244,
UUEE,12139,197,paved,06L,55.9809989929199,37.3288993835449,600,64,,24R,55.9883995056152,37.3785018920898,589,244,
UUEE,12139,197,CON,06R,55.967098236084,37.3862991333008,619,64,,24L,55.975700378418,37.4436988830566,621,244,
UUEM,8202,160,CON,7,56.8218002319336,35.7378997802734,469,74.6,,25,56.8275985717773,35.777400970459,453,254.6,
UUMU,9842,190,concrete,12R,50.6484985351563,36.5756988525391,,,,30L,50.6389999389648,36.6045989990234,,,
UUMU,11811,315,concrete,12L,55.8898010253906,38.0434989929199,,,,30R,55.872200012207,38.0801010131836,,,
UUOB,8202,138,ASP,11,50.6484985351563,36.5756988525391,735,117,,29,50.6389999389648,36.6045989990234,702,297,
UUOK,8202,131,CON,12,51.7569007873535,36.2806015014648,656,124,,30,51.7443008422852,36.3106002807617,686,304,
UUOO,7546,161,CON,12,51.8208999633789,39.2169990539551,511,131,230,30,51.8074989318848,39.2421989440918,487,311,203
UUWW,10039,148,ASP,1,55.5866012573242,37.2575988769531,633,12,,19,55.6118011474609,37.2769012451172,634,192,
UUWW,11483,197,ASP,6,55.5864982604981,37.2387008666992,629,57,,24,55.5979995727539,37.2902984619141,685,237,
UUYY,8203,148,ASP,18,61.657398,50.85387,335,22,,36,61.636539,50.836361,308,202,
UWGG,9203,148,CON,18R,56.242000579834,43.7867012023926,256,191,,36L,56.2173004150391,43.7775993347168,254,11,
UWGG,9843,148,ASP,18L,56.2416000366211,43.7900009155273,253,191,,36R,56.2195014953613,43.7818984985352,253,11,
UWKD,12303,148,CON,11,55.617000579834,49.2509002685547,349,126,837,29,55.5979995727539,49.2999992370606,410,306,
UWKE,8209,138,ASP,3,55.5570983886719,52.0780982971191,627,34,,21,55.5722999572754,52.1068992614746,623,214,
UWKS,8241,161,ASP,6,56.086799621582,47.3280982971191,560,71.8,,24,56.0937995910645,47.3664016723633,522,251.8,
UWLL,10171,148,ASP,2,54.259315,48.213932,449,19,,20,54.28289,48.239254,377,199,
UWLW,16404,323,CON,2,54.3818016052246,48.7825012207031,251,18,,20,54.4202995300293,48.8228988647461,200,198,
UWOO,8212,138,CON,8,51.7957992553711,55.4385986328125,385,89.9,,26,51.7957992553711,55.4748992919922,383,269.9,
UWOR,9550,150,ASP,7,51.0694999694824,58.5754013061523,909,76.7,,25,51.0755004882813,58.6157989501953,869,256.7,
UWSG,9843,148,CON,8,51.713127,46.149521,95,81,,26,51.712132,46.192898,95,261,
UWUU,8245,161,CON,14L,54.566795,55.874996,394,151,,32R,54.547073,55.893993,405,331,
UWUU,12339,148,CON,14R,54.573185,55.849346,370,151,,32L,54.543705,55.877743,448,331,
UWWW,8379,197,ASP,5,53.4984016418457,50.1348991394043,477,49,,23,53.5093994140625,50.1693000793457,410,229,
UWWW,9846,148,CON,15,53.5186004638672,50.1689987182617,421,148,,33,53.4931983947754,50.1845016479492,389,328,
VAAH,11447,150,PEM,5,23.0659999847412,72.6227035522461,180,45,,23,23.088399887085,72.646598815918,189,225,
VAAU,9314,148,Macadam,9,19.5146007537842,75.2255020141602,1917,89,,27,19.5146999359131,75.2432022094727,1886,269,
VABB,9419,148,ASP,14,19.0984992980957,72.8572998046875,37,134.2,1238,32,19.080099105835,72.877197265625,26,314.2,853
VABB,11312,197,ASP,9,19.088399887085,72.8479995727539,15,89.2,465,27,19.0888996124268,72.881103515625,22,269.2,1581
VABJ,8205,150,ASP,5,23.2798004150391,69.6614990234375,268,45.2,,23,23.2957992553711,69.6789016723633,244,225.2,
VABM,7546,148,MAC,8,15.8579998016357,74.6102981567383,2478,79,,26,15.8608999252319,74.6262969970703,2451,259,
VABO,8100,150,ASP,4,22.3281993865967,73.2180023193359,124,44,700,22,22.3441009521484,73.2345962524414,127,224,
VAGO,11345,148,ASP,8,15.3778,73.815598,110,79,,26,15.3839,73.847198,183,259,
VAID,7480,148,COM,7,22.7175006866455,75.7910003662109,1843,65.1,,25,22.7261009216309,75.8110961914063,1836,245.1,
VAJM,8242,148,CON,6,22.4573001861572,69.9963989257813,69,61,,24,22.4680995941162,70.0177993774414,64,241,
VAKJ,7460,148,ASP,1,24.8071994781494,79.9160003662109,728,13.4,1500,19,24.8271999359131,79.9212036132813,688,193.4,
VAND,7546,148,ASP,9,19.1828002929688,77.311897277832,,99,,27,19.1812000274658,77.3248977661133,,278,
VANP,10500,150,ASP,14,21.1089992523193,79.0337982177734,1033,143.4,,32,21.0858001708984,79.0522994995117,1007,323.4,
VAOZ,9843,150,CON/ASP,9,20.1177997589111,73.8986968994141,,84.6,,27,20.1203994750977,73.9271011352539,,264.6,
VAPO,8329,150,ASP,10,18.5828990936279,73.9063034057617,,94,,28,18.5813999176025,73.9302978515625,,274,
VASU,9530,100,ASP,4,21.1103992462158,72.7381973266602,,43,,22,21.1177005767822,72.7453994750977,,223,
VAUD,7484,150,ASP,8,24.6161994934082,73.8849029541016,1680,82,510,26,24.6191997528076,73.9073028564453,1663,262,
VCBI,10991,148,ASP,4,7.16873979568481,79.8749008178711,24,37,,22,7.19277000427246,79.8933029174805,27,217,
VDPP,9843,144,ASP,5,11.5370998382568,104.833999633789,40,45.8,,23,11.5559997558594,104.853996276855,37,225.8,492
VDSR,8366,148,CON,5,13.4029998779297,103.804000854492,51,47.8,,23,13.418399810791,103.821998596191,60,227.8,
VDSV,8202,112,ASP,3,10.5740003585815,103.634002685547,,27.6,,21,10.584400177002,103.639999389648,,207.6,
VEAT,7500,148,ASP,18,23.8973007202148,91.2413024902344,45,184,440,36,23.8766994476318,91.2396011352539,46,4,
VEBD,9035,150,PEM,18,26.6935997009277,88.3289031982422,,181,,36,26.6688995361328,88.3282012939453,,1,
VEBS,7359,150,BIT,14,20.2572002410889,85.8078002929688,115,143.9,,32,20.2409000396729,85.8205032348633,122,323.9,
VECA,9003,148,ASP,5,27.4542007446289,95.1071014404297,,49.7,,23,27.4701995849609,95.1281967163086,,229.7,
VECC,7871,150,ASP,01L,22.6401996612549,88.4440002441406,19,6.2,,19R,22.6616992950439,88.4465026855469,19,186.2,
VECC,11900,150,ASP,01R,22.6422004699707,88.4462966918945,20,6.2,,19L,22.6748008728027,88.4501037597656,19,186.2,1390
VEDX,9000,150,CON,17,22.3518009185791,87.2126998901367,140,172.5,,35,22.3271999359131,87.2162017822266,200,352.5,
VEGK,9000,150,PEM,11,26.7446002960205,83.4369964599609,,113.1,,29,26.734899520874,83.46240234375,,293.2,
VEGT,9000,150,ASP,2,26.0946998596191,91.5805969238281,162,22.8,,20,26.1175003051758,91.5912017822266,162,202.8,
VEGY,7500,148,ASP,10,24.7467994689941,84.9402008056641,355,103.7,,28,24.7418994903564,84.9620971679688,378,283.7,245
VEIM,9009,148,ASP,4,24.7497997283936,93.8889999389648,2535,34.6,,22,24.7700996398926,93.9044036865234,2540,214.6,
VEJT,9000,150,CON,4,26.7227001190186,94.1658020019531,,44,131,22,26.7404003143311,94.1852035522461,,224,125
VELP,8202,148,ASP,17,23.8518009185791,92.6178970336914,1374,171.4,,35,23.8293991088867,92.6215972900391,1395,351.4,
VELR,7500,150,PEM,4,27.2879009246826,94.0897979736328,330,42.6,395,22,27.3031005859375,94.1054992675781,330,222.6,
VEMR,7513,148,ASP,12,25.8887996673584,93.7614974975586,469,118,1180,30,25.8791007995605,93.7817001342773,484,298,
VEPH,9000,150,ASP,15,23.4850006103516,87.4207000732422,233,149,300,33,23.4636993408203,87.4343032836914,241,329,330
VEPU,8700,150,CON,9,25.7595996856689,87.3967971801758,129,89.8,,27,25.7595996856689,87.4232025146484,129,269.8,
VERC,8855,148,ASP,13,23.3225002288818,85.3115997314453,2141,130.2,948,31,23.3068008422852,85.3318023681641,2075,310.2,
VETZ,9010,150,ASP,5,26.7003002166748,92.7751007080078,,44,,23,26.7180004119873,92.7944030761719,,224,
VGEG,9646,150,PEM,5,22.2408008575439,91.8026962280273,12,48.4,,23,22.2583999633789,91.8238983154297,13,228.4,
VGJR,8000,150,ASP,16,23.1937999725342,89.1563034057617,20,157.5,,34,23.1737995147705,89.1652984619141,20,337.5,
VGSY,9478,150,ASP,11,24.9682998657227,91.8535995483398,50,113,1020,29,24.9580993652344,91.879997253418,50,293,
VGZR,11500,150,PEM,14,23.85503,90.388496,27,144,,32,23.831699,90.406898,27,324,
VHHH,12467,197,ASP,07C,22.3104000091553,113.896003723145,22,71,565,25C,22.3215999603272,113.930999755859,23,251,580
VHHH,12467,197,ASPH,07L,22.321074,113.880692,23,74,,25R,22.332306,113.915558,23,254,
VHHH,12467,197,ASP,07R,22.296199798584,113.898002624512,28,70.9,525,25L,22.3073997497559,113.932998657227,27,250.9,
VIAG,9000,148,CON,5,27.1494007110596,77.9514999389648,549,45.8,,23,27.1665992736816,77.9713973999023,550,225.8,1000
VIAL,8110,150,ASP,12,25.4435997009277,81.7260971069336,318,119,,30,25.4328994750977,81.7475967407227,322,299,500
VIAM,9224,150,ASP,12L,30.3782997131348,76.8022994995117,,122,,30R,30.3649997711182,76.8272018432617,,302,
VIAR,10791,148,ASP,16,31.7233009338379,74.7906036376953,757,157.6,,34,31.6958999633789,74.8039016723633,751,337.6,700
VIAW,10500,150,ASP,12,33.8847007751465,74.9613037109375,,124,,30,33.8685989379883,74.9899978637695,,304,
VIAX,9039,148,ASP,13,31.4421997070313,75.7481994628906,,133,,31,31.4253005981445,75.769401550293,,313,
VIBK,8960,148,ASP,5,28.0617008209229,73.1973037719727,,45,,23,28.0795001983643,73.2171020507813,,225,
VIBL,8990,150,CON,9,26.9888000488281,80.8793029785156,,92,,27,26.9878997802734,80.9068984985352,,272,
VIBN,7238,150,ASP,9,25.4528999328613,82.8486022949219,264,93,764,27,25.4517993927002,82.8703994750977,265,273,
VIBT,9200,150,ASP,13,30.2784004211426,74.7446975708008,,130.7,,31,30.2618999481201,74.7667999267578,,310.7,
VIBY,9000,150,CON,11,28.426700592041,79.4378967285156,,112,,29,28.4174003601074,79.4637985229492,,292,
VICG,9001,168,ASP,11,30.6784992218018,76.7754974365234,,114.1,,29,30.668399810791,76.8015975952148,,294.1,
VICX,9000,150,CON,9,26.4041004180908,80.4001007080078,,88.9,1000,27,26.4046001434326,80.4282989501953,,268.9,2000
VIDN,7000,150,ASP,8,30.1888008117676,78.1744995117188,1772,79.7,,26,30.1905994415283,78.1859970092773,1831,259.7,
VIDP,9229,150,ASP,9,28.570499420166,77.0879974365234,717,91.5,,27,28.5697994232178,77.1169967651367,750,271.5,499
VIDP,12500,150,ASP,10,28.5671997070313,77.0848007202148,719,104.6,,28,28.558500289917,77.1224975585938,777,284.6,
VIDP,14534,197,paved,11R,28.547155,77.065521,720,103,2100,29L,28.537735,77.109474,776,283,4790
VIDX,9000,150,PEM,9,28.707799911499,77.3449020385742,,90.3,,27,28.7075996398926,77.3729019165039,,270.3,
VIGR,9000,150,CON,6,26.2873001098633,78.2157974243164,,60.8,,24,26.2994003295898,78.2397003173828,,240.8,
VIHX,8985,148,CON,13,30.7567005157471,75.6190032958984,,131,,31,30.7404003143311,75.6406021118164,,311,
VIJO,9005,150,PEM,5,26.2423000335693,73.0391998291016,717,44.8,,23,26.2598991394043,73.0585021972656,690,224.8,
VIJP,9177,148,PEM,9,26.8229007720947,75.7982025146484,1262,84,,27,26.8255004882813,75.8262023925781,1250,264,
VILH,9040,150,ASP,07L,34.1313018798828,77.532600402832,,68.5,,25R,34.1403999328613,77.5604019165039,,248.5,940
VILK,8996,148,PEM,9,26.7604007720947,80.8755035400391,404,89,515,27,26.760799407959,80.9030990600586,399,269,
VIPK,8970,150,ASP,1,32.2215003967285,75.6323013305664,,9.2,,19,32.2458000183106,75.6369018554688,,189.2,
VISA,8987,140,ASP,5,29.5531005859375,74.9947967529297,,52.9,100,23,29.568000793457,75.0174026489258,,232.9,
VISP,9000,150,CON,9,29.9939002990723,77.4111022949219,,90,,27,29.9939994812012,77.4394989013672,,270,
VISR,12090,150,ASP,13,33.9990005493164,74.7606964111328,5427,136,,31,33.9752998352051,74.7878036499023,5495,316,
VIUT,9002,150,CON,2,25.801399230957,71.4775009155273,,20.3,,20,25.8246002197266,71.4869995117188,,200.3,
VLLB,7218,148,ASP,6,19.8924999237061,102.152000427246,955,61.2,,24,19.9020004272461,102.169998168945,,241.2,
VLVT,9843,148,ASP,13,17.9979591369629,102.553291320801,563,135.3,,31,17.9787254333496,102.573226928711,563,315.3,
VMMC,10544,148,CON,16,22.1623001098633,113.585998535156,20,160.2,1195,34,22.1350002288818,113.59700012207,20,340.2,1215
VNKT,10007,148,ASP,2,27.6837997436523,85.353401184082,4313,21.6,,20,27.709400177002,85.3647994995117,4387,201.6,400
VOAR,13460,155,PEM,6,13.0615997314453,79.6750030517578,256,59,1230,24,13.0808000564575,79.7073974609375,277,239,660
VOBG,10850,200,ASP,9,12.9488000869751,77.6555023193359,2874,85,,27,12.9514999389648,77.6857986450195,2893,265,
VOBZ,7900,150,ASP,8,16.5289001464844,80.7888031005859,77,78.7,984,26,16.5319995880127,80.8049011230469,70,258.7,
VOCB,8480,150,ASP,5,11.021900177002,77.0348968505859,1323,46,,23,11.038200378418,77.0519027709961,1275,226,
VOCI,11155,148,ASP,9,10.1513996124268,76.3863983154297,28,87.9,,27,10.1526002883911,76.4173965454102,30,267.9,
VOCL,9383,150,ASP,10,11.1393003463745,75.9423980712891,312,101,,28,11.1344003677368,75.9682006835938,325,281,
VOCX,8914,140,CON,2,9.14105987548828,92.815299987793,,20,,20,9.16394996643066,92.8238983154297,,200,
VODG,8250,150,CON,10L,17.6313991546631,78.3901977539063,,99.4,,28R,17.6277008056641,78.4134979248047,,279.4,
VOHS,12162,148,ASP,09L,17.2306003570557,78.4123001098633,1972,90,1026,27R,17.2311992645264,78.4533004760742,2028,270,1120
VOHS,13976,197,ASP,09R,17.2285671234131,78.4128112792969,1969,90,,27L,17.2291221618652,78.4528579711914,2024,270,
VOHY,10600,148,ASP,9,17.4529991149902,78.4539031982422,1741,88.8,1575,27,17.4535999298096,78.4842987060547,1715,268.8,2424
VOML,8035,151,CON,6,12.9491109848022,74.8776168823242,307,,,24,12.9601497650146,74.8959045410156,308,,
VOMM,12001,148,ASP,7,12.9841003417969,80.1529998779297,40,69,,25,12.996000289917,80.1844024658203,52,249,
VOPB,10795,148,ASP,4,11.6291999816895,92.7208023071289,11,36,1960,22,11.6531000137329,92.7387008666992,58,216,
VOPN,7315,145,ASP,9,14.1498003005981,77.7807998657227,1541,93,,27,14.1487998962402,77.8014984130859,1563,273,
VOSX,8255,148,ASP,5,11.0060997009277,77.1510009765625,,48.9,,23,11.0209999084473,77.1684036254883,,228.9,
VOTP,7500,148,ASP,8,13.6309995651245,79.5327987670898,350,81,,26,13.6339998245239,79.5537033081055,332,261,
VOTV,11148,150,ASP,14,8.49314975738525,76.9094009399414,14,136,1332,32,8.47109031677246,76.9309005737305,14,316,522
VOYK,7205,145,ASP,9,13.1356000900269,77.5959014892578,3021,90.6,1000,27,13.1353998184204,77.616096496582,3039,270.6,515
VRMG,12000,165,CON,10,-0.690611004829407,73.1384963989258,7,99,298,28,-0.694666981697083,73.1647033691406,7,279,298
VRMM,11155,197,ASP,18,4.212572,73.531006,6,179,328,36,4.181859,73.531036,5,359,952
VTBD,11483,148,ASP,03R,13.8994998931885,100.601997375488,7,29,,21L,13.9273996353149,100.616996765137,8,209,1148
VTBD,12139,197,ASP,03L,13.8971004486084,100.596000671387,7,29,,21R,13.9264001846313,100.611999511719,7,209,
VTBK,9000,148,CON,3,14.0911998748779,99.9108963012695,30,30,,21,14.1127996444702,99.9235000610352,26,210,
VTBL,7252,148,ASP,16,14.8838996887207,100.660003662109,,160.3,467,34,14.8650999069214,100.666999816895,,340.3,
VTBS,12139,197,ASP,01L,13.6712779998779,100.734664916992,,14,,19R,13.7036685943604,100.743179321289,,194,
VTBS,13123,197,ASP,01R,13.6566972732544,100.751831054688,,14,,19L,13.6917142868042,100.761032104492,,194,
VTBU,11500,197,ASP,18,12.6957998275757,101.005996704102,59,185,,36,12.6640996932983,101.003997802734,25,5,
VTCC,11155,148,ASP,18,18.7837581634522,98.9629211425781,1036,180,,36,18.7530422210693,98.9628524780273,1007,,
VTCT,9843,148,ASP,3,19.9405002593994,99.8759994506836,1280,29,,21,19.9641990661621,99.8899002075195,1275,209,
